customer_id,issue_date,age,gender,marital_status,dependents,education_level,employment_status,annual_income,credit_score,loan_amount,term_months,interest_rate_pct,loan_purpose,home_ownership,default_12m
4374,2023-12-04,61,Female,Married,0.0,Pflichtschule,Employed,28641.4,611,16833.4,48,9.71,Car,Mortgage,0
4375,2024-03-21,22,Female,Married,2.0,Lehre/AHS,Employed,38928.82,601,12483.79,48,9.26,Car,Rent,0
4376,2024-03-01,34,Female,Married,1.0,Lehre/AHS,Employed,32771.48,694,6132.77,24,7.69,Education,Rent,0
4377,2023-11-21,54,Female,Married,0.0,Lehre/AHS,Employed,56433.59,707,12429.7,48,4.88,Home improvement,Mortgage,0
4378,2025-01-03,41,Female,Married,0.0,Lehre/AHS,Employed,36167.47,705,22663.34,48,4.15,Car,Rent,0
4379,2023-04-26,57,Male,Single,0.0,Pflichtschule,Employed,112376.57,637,13484.4,36,10.57,Other,Mortgage,0
4380,2024-03-18,26,Male,Married,1.0,Universität/FH,Employed,56137.06,692,6998.69,36,6.61,Furniture/Appliances,Rent,0
4381,2023-02-27,20,Female,Married,,Lehre/AHS,Student,3952.99,600,21410.49,36,8.25,Car,Rent,0
4382,2023-03-06,33,Female,Single,1.0,Lehre/AHS,Employed,29903.26,715,8920.9,36,5.05,Other,Rent,0
4383,2024-05-06,38,Male,Divorced,1.0,Universität/FH,Self-employed,50856.43,713,14432.56,36,3.32,Car,Mortgage,0
4384,2024-04-29,42,Male,Married,1.0,Universität/FH,Employed,64534.03,653,9398.86,60,7.13,Home improvement,Rent,0
4385,2025-02-07,37,Female,Divorced,1.0,Lehre/AHS,Employed,29708.29,716,1000.0,36,5.59,Other,Mortgage,1
4386,2024-04-23,60,Female,Divorced,1.0,Lehre/AHS,Employed,42957.07,701,8021.27,36,5.02,Other,Mortgage,0
4387,2025-04-10,85,Female,Married,0.0,Lehre/AHS,Retired,28353.32,625,10845.19,60,9.93,Home improvement,Own,0
4388,2023-02-15,29,Female,Married,2.0,Lehre/AHS,Employed,38033.74,586,14524.32,60,10.41,Car,Rent,0
4389,2023-03-23,39,Male,Married,3.0,Lehre/AHS,Employed,38606.43,605,20734.25,72,10.86,Home improvement,Own,0
4390,2023-02-10,37,Male,Married,2.0,Universität/FH,Self-employed,148970.61,777,12631.41,48,5.31,Other,Rent,0
4391,2023-05-24,78,Male,Divorced,1.0,Lehre/AHS,Retired,16610.5,619,9661.24,24,9.7,Furniture/Appliances,Own,0
4392,2024-04-11,72,Female,Married,0.0,Lehre/AHS,Retired,22416.99,758,10074.87,24,3.94,Furniture/Appliances,Own,0
4393,2024-06-27,33,Male,Single,0.0,Lehre/AHS,Employed,40594.61,618,19991.04,60,7.73,Car,Mortgage,1
4394,2023-02-13,49,Female,Married,0.0,Lehre/AHS,Employed,,616,7963.77,48,11.5,Furniture/Appliances,Own,0
4395,2025-04-01,41,Female,Widowed,0.0,Pflichtschule,Employed,55293.82,737,14151.04,24,5.82,Other,Rent,0
4396,2025-01-07,19,Female,Married,0.0,Lehre/AHS,Student,2229.26,677,19670.91,72,7.78,Home improvement,Rent,0
4397,2023-09-21,24,Female,Married,0.0,Lehre/AHS,Retired,24073.37,661,25137.08,60,7.26,Car,Rent,0
4398,2023-03-09,36,Male,Married,1.0,Pflichtschule,Self-employed,13051.28,683,14694.74,72,8.0,Home improvement,Mortgage,0
4399,2023-05-12,45,Female,Single,0.0,Lehre/AHS,Employed,50864.9,655,8095.34,48,8.44,Home improvement,Rent,0
4400,2023-04-13,19,Male,Married,2.0,Lehre/AHS,Part-time,19494.78,678,16659.72,60,7.27,Home improvement,Rent,0
4401,2023-04-12,53,Male,Married,1.0,Pflichtschule,Employed,,676,17108.74,48,7.18,Car,Mortgage,0
4402,2024-03-26,33,Male,Married,0.0,Lehre/AHS,Employed,100603.9,677,23267.68,60,5.54,Car,Rent,0
4403,2023-07-25,45,Male,Married,0.0,Universität/FH,Employed,64192.53,706,11439.0,36,5.28,Other,Own,0
4404,2023-11-02,34,Female,Married,1.0,Universität/FH,Employed,46183.76,726,15360.09,72,5.65,Home improvement,Mortgage,0
4405,2025-04-30,28,Female,Married,1.0,Lehre/AHS,Employed,66047.74,715,8039.87,48,5.13,Other,Rent,1
4406,2024-09-03,43,Male,Single,2.0,Lehre/AHS,Employed,56723.09,579,11002.03,24,15.0,Furniture/Appliances,Rent,0
4407,2025-04-03,26,Male,Single,3.0,Lehre/AHS,Employed,39331.17,712,21467.3,60,6.18,Home improvement,Rent,0
4408,2023-04-25,44,Female,Single,3.0,Universität/FH,Part-time,19884.63,690,17197.56,48,6.28,Car,Rent,0
4409,2023-11-21,26,Female,Married,1.0,Lehre/AHS,Employed,33637.89,649,4314.85,48,12.05,Furniture/Appliances,Rent,0
4410,2024-04-22,44,Male,Single,0.0,Lehre/AHS,Employed,43658.96,669,20897.23,48,5.9,Car,Mortgage,0
4411,2023-03-09,32,Female,Married,1.0,Pflichtschule,Employed,27464.24,675,15929.51,36,7.12,Other,Rent,0
4412,2023-01-04,55,Female,Single,0.0,Lehre/AHS,Retired,14957.16,555,13691.06,48,14.18,Car,Own,0
4413,2024-08-09,53,Female,Married,1.0,Pflichtschule,Employed,,663,22351.81,60,6.25,Car,Rent,0
4414,2024-06-25,34,Male,Married,1.0,Lehre/AHS,Self-employed,61634.3,673,15895.13,36,6.68,Car,Rent,0
4415,2023-12-21,38,Female,Married,1.0,Lehre/AHS,Employed,35767.03,663,4949.29,36,8.05,Furniture/Appliances,Mortgage,0
4416,2024-03-06,20,Female,Married,0.0,Lehre/AHS,Part-time,14135.95,602,14655.92,48,11.78,Other,Rent,1
4417,2024-01-02,38,Female,Single,0.0,Lehre/AHS,Employed,37010.15,706,23251.71,36,3.69,Car,Rent,0
4418,2023-01-24,27,Female,Divorced,1.0,Lehre/AHS,Employed,23658.77,612,13933.97,60,9.85,Home improvement,Rent,0
4419,2023-10-16,42,Female,Single,2.0,Pflichtschule,Employed,44585.2,714,23947.5,72,3.06,Car,Own,0
4420,2023-05-17,45,Male,Married,0.0,Lehre/AHS,Employed,72417.44,726,19784.64,48,6.76,Home improvement,Rent,0
4421,2023-03-24,85,Female,Divorced,2.0,Lehre/AHS,Retired,37066.74,761,12568.76,36,2.43,Car,Mortgage,0
4422,2025-04-08,41,Female,Married,,Universität/FH,Self-employed,21361.01,745,15589.9,60,4.69,Home improvement,Own,0
4423,2024-05-23,44,Female,Divorced,1.0,Lehre/AHS,Employed,,777,24889.64,72,4.04,Home improvement,Mortgage,0
4424,2024-10-02,42,Male,Single,0.0,Lehre/AHS,Part-time,19599.43,589,22369.07,48,11.5,Car,Rent,0
4425,2023-10-04,79,Male,Married,0.0,Lehre/AHS,Retired,16960.27,686,1000.0,36,7.19,Furniture/Appliances,Own,0
4426,2023-11-29,55,Female,Married,0.0,Universität/FH,Part-time,13576.97,620,7505.46,48,10.94,Home improvement,Mortgage,0
4427,2023-07-07,29,Female,Single,0.0,Pflichtschule,Employed,44805.85,833,10987.32,48,4.1,Furniture/Appliances,Rent,0
4428,2023-03-23,60,Male,Married,1.0,Lehre/AHS,Retired,18557.39,680,11099.84,60,6.71,Home improvement,Mortgage,0
4429,2023-05-19,42,Female,Married,,Lehre/AHS,Part-time,16729.87,731,11364.02,24,5.49,Furniture/Appliances,Mortgage,0
4430,2024-11-18,61,Male,Married,0.0,Pflichtschule,Employed,44584.74,705,29322.72,60,5.3,Home improvement,Mortgage,0
4431,2024-08-23,60,Female,Divorced,0.0,Pflichtschule,Employed,32920.4,540,8810.26,36,15.0,Other,Mortgage,0
4432,2024-04-16,33,Female,Single,0.0,Universität/FH,Unemployed,6263.05,611,6910.8,36,10.45,Other,Mortgage,0
4433,2024-02-23,48,Male,Single,0.0,Lehre/AHS,Self-employed,11757.34,614,4981.55,36,12.0,Furniture/Appliances,Own,0
4434,2025-03-14,28,Female,Married,1.0,Universität/FH,Employed,43970.32,646,13791.22,48,9.24,Other,Rent,0
4435,2023-03-06,32,Female,Married,0.0,Lehre/AHS,Employed,43674.58,685,6986.6,24,6.96,Other,Rent,0
4436,2023-09-11,35,Male,Married,0.0,Universität/FH,Self-employed,31298.38,693,17988.82,48,6.4,Car,Own,0
4437,2023-10-25,54,Female,Married,0.0,Lehre/AHS,Employed,48386.25,541,4457.14,36,12.51,Other,Rent,0
4438,2024-11-06,30,Male,Single,0.0,Pflichtschule,Employed,84813.08,682,17837.18,36,7.42,Car,Own,0
4439,2025-05-01,23,Female,Married,0.0,Lehre/AHS,Unemployed,8340.59,597,16466.42,60,10.47,Car,Mortgage,0
4440,2023-07-14,54,Male,Divorced,0.0,Lehre/AHS,Part-time,44278.01,733,1000.0,24,4.55,Other,Mortgage,0
4441,2025-02-05,29,Male,Married,0.0,Lehre/AHS,Employed,113849.6,722,15806.62,36,5.08,Car,Rent,0
4442,2024-12-23,29,Male,Married,0.0,Lehre/AHS,Employed,126117.72,684,20223.33,48,7.83,Home improvement,Rent,0
4443,2023-06-26,29,Male,Single,0.0,Lehre/AHS,Employed,34317.3,674,16744.98,24,7.17,Other,Rent,0
4444,2023-12-06,45,Female,Single,0.0,Lehre/AHS,Self-employed,20362.29,570,19466.65,36,14.54,Car,Mortgage,0
4445,2023-12-20,40,Male,Single,0.0,Lehre/AHS,Employed,44521.92,703,20168.48,48,4.51,Car,Rent,1
4446,2025-04-22,23,Male,Married,1.0,Lehre/AHS,Student,3225.0,614,8857.95,36,10.17,Furniture/Appliances,Rent,0
4447,2023-05-22,87,Female,Divorced,0.0,Universität/FH,Retired,31896.65,645,9925.22,12,9.68,Education,Own,0
4448,2024-11-19,48,Female,Married,0.0,Universität/FH,Employed,53123.3,749,4950.75,48,5.1,Other,Own,0
4449,2023-10-16,28,Female,Single,0.0,Pflichtschule,Employed,27992.33,682,3689.29,36,7.04,Other,Own,0
4450,2024-10-03,34,Female,Single,0.0,Pflichtschule,Employed,34432.51,635,19742.03,60,7.48,Car,Mortgage,0
4451,2024-01-05,44,Female,Married,1.0,Lehre/AHS,Self-employed,40379.5,638,17759.47,48,11.16,Home improvement,Rent,0
4452,2024-05-08,51,Male,Married,0.0,Lehre/AHS,Employed,30886.71,686,7899.9,36,7.27,Furniture/Appliances,Mortgage,0
4453,2024-12-27,27,Male,Married,0.0,Lehre/AHS,Employed,52264.43,713,3906.37,24,4.99,Furniture/Appliances,Rent,0
4454,2024-11-22,31,Female,Married,1.0,Lehre/AHS,Employed,28138.22,663,24424.04,36,8.05,Car,Rent,0
4455,2025-01-29,64,Male,Married,0.0,Lehre/AHS,Employed,29188.64,626,19309.31,48,9.31,Car,Own,0
4456,2023-02-23,33,Male,Single,0.0,Lehre/AHS,Employed,37340.83,615,22771.89,48,9.96,Car,Mortgage,0
4457,2024-09-09,45,Male,Single,0.0,Pflichtschule,Employed,60062.73,653,17763.96,24,7.97,Other,Mortgage,0
4458,2023-04-24,65,Male,Single,,Universität/FH,Retired,29343.45,684,2683.56,48,7.92,Other,Mortgage,0
4459,2024-01-02,52,Female,Single,0.0,Lehre/AHS,Self-employed,43882.46,672,11408.2,36,6.39,Car,Mortgage,0
4460,2024-04-17,34,Female,Single,0.0,Lehre/AHS,Employed,60349.1,687,22827.82,36,6.62,Car,Rent,0
4461,2023-12-12,50,Female,Single,0.0,Lehre/AHS,Employed,58150.55,687,1000.0,60,7.08,Home improvement,Mortgage,0
4462,2024-03-27,24,Female,Married,0.0,Pflichtschule,Student,2738.5,715,8000.61,36,4.79,Other,Rent,0
4463,2025-05-05,46,Male,Married,0.0,Lehre/AHS,Employed,53237.65,724,7143.52,48,4.63,Other,Mortgage,0
4464,2023-04-19,44,Male,Married,1.0,Pflichtschule,Employed,54427.71,755,9079.56,36,3.68,Furniture/Appliances,Rent,0
4465,2024-08-21,57,Female,Divorced,0.0,Pflichtschule,Retired,,679,16669.46,48,6.04,Car,Own,0
4466,2023-11-30,66,Male,Single,0.0,Lehre/AHS,Retired,8509.51,677,22459.83,36,6.45,Car,Own,0
4467,2023-04-18,78,Male,Divorced,0.0,Pflichtschule,Retired,35252.92,706,7531.08,60,5.74,Home improvement,Own,0
4468,2023-05-05,70,Female,Married,0.0,Lehre/AHS,Retired,,680,3789.6,24,6.54,Other,Own,0
4469,2025-04-03,36,Female,Married,1.0,Lehre/AHS,Employed,27864.87,708,20096.41,60,4.86,Car,Mortgage,0
4470,2025-02-10,36,Male,Married,1.0,Pflichtschule,Employed,85735.58,636,6210.56,36,9.94,Education,Mortgage,0
4471,2025-03-04,39,Female,Single,0.0,Pflichtschule,Self-employed,29064.99,708,21476.04,60,4.01,Car,Rent,0
4472,2025-05-01,50,Female,Widowed,2.0,Lehre/AHS,Employed,41073.45,689,25357.04,60,8.2,Home improvement,Rent,0
4473,2023-06-13,58,Male,Single,1.0,Pflichtschule,Employed,74424.38,597,8561.22,24,12.41,Education,Rent,0
4474,2023-10-30,30,Female,Single,0.0,Lehre/AHS,Employed,46068.53,681,9354.85,36,7.69,Furniture/Appliances,Mortgage,0
4475,2024-08-07,87,Male,Single,2.0,Lehre/AHS,Retired,36868.04,620,7618.79,12,11.84,Education,Own,0
4476,2024-03-01,60,Female,Single,,Universität/FH,Employed,37707.0,636,11310.7,48,10.45,Other,Own,0
4477,2024-01-04,70,Female,Single,0.0,Lehre/AHS,Retired,32589.16,687,25897.51,48,6.11,Car,Mortgage,0
4478,2023-10-31,56,Female,Single,1.0,Lehre/AHS,Employed,32487.33,594,17547.18,60,9.69,Home improvement,Mortgage,0
4479,2024-05-21,30,Male,Single,0.0,Lehre/AHS,Employed,82491.89,694,7238.79,36,6.97,Other,Mortgage,0
4480,2024-05-06,29,Male,Divorced,0.0,Lehre/AHS,Employed,23541.01,661,16237.67,36,7.07,Car,Rent,0
4481,2023-05-08,34,Male,Single,2.0,Lehre/AHS,Employed,35391.26,706,23056.87,72,4.43,Home improvement,Rent,0
4482,2024-02-21,26,Female,Single,0.0,Lehre/AHS,Employed,47340.65,654,9084.57,36,6.91,Other,Rent,0
4483,2024-04-19,51,Male,Married,0.0,Lehre/AHS,Self-employed,39714.09,679,19583.99,48,8.44,Other,Mortgage,0
4484,2024-05-02,63,Male,Widowed,0.0,Lehre/AHS,Retired,25474.23,681,4477.8,48,6.66,Other,Rent,0
4485,2023-06-14,57,Male,Single,,Pflichtschule,Self-employed,51777.92,674,26257.2,60,7.74,Car,Mortgage,0
4486,2024-10-10,55,Male,Single,2.0,Pflichtschule,Employed,34285.28,579,7867.57,24,15.0,Other,Own,0
4487,2023-01-25,21,Male,Widowed,0.0,Universität/FH,Part-time,16643.39,624,12036.33,48,11.26,Other,Own,0
4488,2023-10-30,34,Female,Single,1.0,Universität/FH,Employed,46262.14,713,4094.81,36,4.84,Furniture/Appliances,Rent,0
4489,2024-11-05,24,Male,Married,0.0,Lehre/AHS,Employed,41194.95,610,10807.53,36,8.93,Car,Rent,0
4490,2024-04-26,39,Male,Single,3.0,Lehre/AHS,Employed,83170.61,677,25359.9,48,7.56,Home improvement,Mortgage,0
4491,2023-08-23,44,Female,Divorced,1.0,Universität/FH,Employed,,672,5122.63,12,7.95,Education,Mortgage,0
4492,2024-09-10,22,Female,Widowed,0.0,Lehre/AHS,Unemployed,10067.81,680,14926.86,24,6.84,Other,Rent,0
4493,2024-04-30,26,Male,Married,0.0,Lehre/AHS,Employed,,688,16717.77,36,6.67,Car,Rent,0
4494,2024-11-18,32,Male,Single,0.0,Lehre/AHS,Employed,42145.41,686,24933.64,72,5.62,Car,Mortgage,0
4495,2024-10-07,52,Female,Married,,Lehre/AHS,Other,5083.24,651,6714.13,48,7.56,Furniture/Appliances,Mortgage,0
4496,2024-05-31,42,Male,Single,0.0,Lehre/AHS,Other,28577.54,640,4368.57,48,10.36,Furniture/Appliances,Mortgage,0
4497,2024-03-05,41,Female,Divorced,0.0,Lehre/AHS,Employed,30279.26,623,19525.39,48,10.88,Home improvement,Rent,0
4498,2023-04-18,44,Male,Divorced,3.0,Lehre/AHS,Part-time,22128.84,626,21612.2,48,12.93,Home improvement,Mortgage,0
4499,2023-08-23,67,Male,Married,0.0,Lehre/AHS,Retired,24859.39,690,9921.3,36,7.95,Furniture/Appliances,Own,0
4500,2024-01-04,26,Male,Married,1.0,Pflichtschule,Employed,51094.56,697,19276.24,60,5.38,Car,Own,0
4501,2024-05-23,40,Female,Single,,Lehre/AHS,Employed,59725.96,755,11255.71,72,3.87,Car,Mortgage,0
4502,2024-03-22,49,Female,Married,2.0,Pflichtschule,Employed,42739.33,724,7517.37,72,4.25,Home improvement,Mortgage,0
4503,2023-09-15,45,Male,Married,1.0,Lehre/AHS,Employed,49747.4,728,16489.95,60,4.04,Car,Mortgage,0
4504,2023-01-09,90,Female,Married,1.0,Lehre/AHS,Retired,,589,5483.48,12,11.23,Education,Mortgage,0
4505,2024-03-11,43,Male,Single,,Lehre/AHS,Unemployed,11919.98,731,8261.6,12,5.44,Education,Mortgage,0
4506,2023-09-14,39,Male,Single,0.0,Lehre/AHS,Part-time,19378.36,656,7647.91,24,7.73,Furniture/Appliances,Rent,0
4507,2024-10-04,23,Female,Married,0.0,Lehre/AHS,Student,1059.49,645,1000.0,24,10.04,Other,Rent,0
4508,2023-01-24,55,Male,Divorced,1.0,Universität/FH,Retired,19422.71,703,7045.38,60,4.03,Car,Mortgage,0
4509,2024-05-14,34,Female,Widowed,2.0,Universität/FH,Self-employed,40204.97,671,16526.22,72,5.56,Car,Rent,0
4510,2025-03-28,35,Female,Married,1.0,Lehre/AHS,Employed,27576.46,603,17433.38,48,9.53,Car,Mortgage,0
4511,2023-05-16,39,Female,Married,0.0,Lehre/AHS,Employed,44028.84,741,6711.3,36,5.51,Education,Rent,0
4512,2024-02-21,39,Female,Single,0.0,Pflichtschule,Employed,40766.55,631,4832.52,48,11.28,Home improvement,Rent,0
4513,2023-03-20,22,Male,Widowed,0.0,Universität/FH,Student,0.0,582,1000.0,60,10.21,Car,Mortgage,0
4514,2024-06-12,53,Male,Married,0.0,Universität/FH,Employed,31796.96,648,22267.95,48,11.5,Car,Rent,0
4515,2024-04-18,48,Male,Married,1.0,Lehre/AHS,Self-employed,8939.89,631,16671.03,24,11.29,Other,Mortgage,0
4516,2023-12-18,27,Male,Married,0.0,Lehre/AHS,Other,17768.61,646,2109.39,48,10.12,Furniture/Appliances,Rent,0
4517,2024-03-28,38,Female,Married,1.0,Lehre/AHS,Employed,62114.9,686,9617.43,48,6.64,Home improvement,Rent,0
4518,2025-02-25,48,Male,Single,2.0,Lehre/AHS,Employed,26837.55,740,15556.2,36,6.11,Other,Mortgage,0
4519,2023-06-01,44,Female,Single,1.0,Universität/FH,Self-employed,18730.45,675,14665.38,48,6.77,Other,Rent,0
4520,2023-01-23,37,Male,Married,2.0,Lehre/AHS,Employed,49117.92,634,15371.54,48,10.59,Car,Mortgage,0
4521,2025-01-24,32,Female,Divorced,1.0,Lehre/AHS,Employed,29393.33,645,23119.15,72,11.66,Home improvement,Own,0
4522,2024-05-07,46,Female,Married,0.0,Lehre/AHS,Self-employed,21808.91,625,15314.35,72,8.86,Home improvement,Own,1
4523,2025-02-19,79,Female,Married,1.0,Universität/FH,Retired,24972.51,649,13300.26,24,10.89,Other,Own,0
4524,2024-05-22,50,Male,Married,2.0,Lehre/AHS,Employed,43742.44,648,16479.83,48,9.31,Car,Mortgage,0
4525,2024-11-27,22,Female,Married,2.0,Lehre/AHS,Student,637.64,574,17046.92,60,15.0,Home improvement,Rent,1
4526,2024-01-15,38,Male,Married,1.0,Lehre/AHS,Employed,25048.94,671,4502.58,36,9.22,Furniture/Appliances,Mortgage,0
4527,2024-10-15,58,Male,Married,0.0,Universität/FH,Retired,43922.13,646,7263.27,36,11.36,Other,Own,0
4528,2025-03-10,22,Male,Single,0.0,Lehre/AHS,Student,4739.39,589,8515.61,24,11.15,Other,Rent,0
4529,2024-05-03,66,Female,Divorced,0.0,Universität/FH,Retired,18391.78,687,15980.89,72,7.02,Home improvement,Own,0
4530,2023-05-22,76,Male,Married,,Lehre/AHS,Retired,26788.09,733,15219.59,24,5.05,Furniture/Appliances,Mortgage,0
4531,2023-09-04,25,Female,Married,1.0,Lehre/AHS,Unemployed,7068.2,628,22799.3,24,9.67,Other,Rent,0
4532,2023-06-02,88,Female,Single,1.0,Lehre/AHS,Retired,24766.21,763,6836.28,36,4.45,Furniture/Appliances,Own,0
4533,2023-07-26,38,Male,Single,0.0,Lehre/AHS,Employed,38573.18,782,17398.0,36,4.31,Other,Mortgage,0
4534,2023-09-28,56,Male,Divorced,0.0,Lehre/AHS,Self-employed,36454.66,692,4454.24,48,8.38,Other,Rent,0
4535,2024-04-22,38,Female,Single,0.0,Lehre/AHS,Employed,50022.43,664,11996.39,48,8.3,Other,Rent,0
4536,2024-05-15,41,Male,Married,0.0,Lehre/AHS,Self-employed,120818.43,696,16571.74,48,6.81,Car,Mortgage,0
4537,2024-01-11,55,Female,Married,0.0,Lehre/AHS,Employed,55289.14,634,17745.18,72,8.7,Car,Rent,0
4538,2024-06-04,46,Male,Married,1.0,Lehre/AHS,Employed,80110.1,642,33625.32,60,11.27,Home improvement,Mortgage,0
4539,2023-03-13,22,Female,Single,0.0,Lehre/AHS,Part-time,18820.88,548,6839.05,48,12.75,Furniture/Appliances,Mortgage,0
4540,2023-03-16,43,Male,Single,0.0,Lehre/AHS,Self-employed,34749.57,634,16750.79,48,11.21,Car,Mortgage,0
4541,2023-05-15,35,Male,Divorced,0.0,Lehre/AHS,Employed,,619,14998.4,36,11.01,Car,Rent,1
4542,2024-03-26,34,Female,Married,1.0,Lehre/AHS,Employed,43743.83,709,9615.13,60,5.37,Home improvement,Rent,0
4543,2023-06-16,31,Male,Single,0.0,Universität/FH,Other,22879.86,623,2891.1,36,10.06,Other,Own,0
4544,2023-09-13,37,Male,Single,0.0,Lehre/AHS,Employed,46830.29,695,16559.96,60,8.14,Home improvement,Mortgage,0
4545,2023-12-06,31,Male,Widowed,0.0,Lehre/AHS,Employed,39633.97,704,21024.34,60,4.4,Car,Mortgage,0
4546,2024-11-28,34,Male,Single,0.0,Lehre/AHS,Other,28990.86,724,21688.59,48,3.56,Car,Rent,0
4547,2023-01-16,29,Female,Married,1.0,Lehre/AHS,Part-time,27457.95,662,19942.87,36,6.61,Car,Rent,0
4548,2024-07-02,20,Female,Married,0.0,Lehre/AHS,Student,4115.52,645,7163.1,36,8.31,Other,Rent,0
4549,2024-08-07,44,Female,Divorced,2.0,Pflichtschule,Employed,30548.9,691,6715.78,48,7.58,Other,Mortgage,0
4550,2024-11-19,68,Female,Married,0.0,Lehre/AHS,Employed,33288.08,751,16113.03,48,3.88,Home improvement,Own,0
4551,2025-03-24,34,Male,Married,0.0,Lehre/AHS,Employed,79252.91,726,7845.46,36,5.68,Furniture/Appliances,Rent,0
4552,2023-01-20,71,Male,Single,0.0,Lehre/AHS,Other,19865.26,739,75001.0,12,11.01608475075236,Education,Own,0
4553,2023-05-03,52,Female,Divorced,0.0,Pflichtschule,Other,13264.68,557,18567.0,36,14.46,Car,Own,0
4554,2025-02-14,54,Female,Married,0.0,Universität/FH,Employed,35810.85,641,25776.14,60,12.41,Home improvement,Mortgage,1
4555,2024-02-09,54,Male,Divorced,0.0,Lehre/AHS,Employed,51813.67,744,13910.52,36,5.51,Furniture/Appliances,Own,0
4556,2024-04-26,62,Male,Married,0.0,Universität/FH,Employed,73889.1,736,8898.84,24,4.89,Other,Own,0
4557,2024-07-26,27,Female,Married,0.0,Lehre/AHS,Employed,40322.18,664,5798.66,36,7.84,Furniture/Appliances,Mortgage,0
4558,2024-08-27,41,Female,Single,0.0,Lehre/AHS,Employed,56247.84,667,14698.3,60,6.83,Home improvement,Own,0
4559,2025-03-21,49,Female,Married,1.0,Universität/FH,Part-time,25710.13,711,15679.41,48,4.4,Other,Rent,0
4560,2025-05-05,39,Male,Single,0.0,Pflichtschule,Self-employed,29813.76,574,7868.98,48,13.41,Furniture/Appliances,Rent,0
4561,2024-09-26,61,Female,Single,0.0,Lehre/AHS,Retired,15559.36,706,11775.45,24,4.38,Other,Rent,0
4562,2023-09-14,23,Male,Single,1.0,Lehre/AHS,Student,2347.85,648,10397.26,60,9.13,Home improvement,Rent,0
4563,2025-02-10,51,Male,Single,0.0,Lehre/AHS,Part-time,15235.83,625,14166.55,60,9.45,Car,Mortgage,0
4564,2023-02-15,40,Female,Single,0.0,Universität/FH,Part-time,17361.91,674,23807.77,60,6.95,Car,Rent,0
4565,2023-06-29,39,Male,Single,1.0,Universität/FH,Employed,88343.61,680,10974.22,24,8.63,Other,Rent,0
4566,2025-02-25,35,Male,Divorced,0.0,Pflichtschule,Employed,51446.66,682,23279.18,60,6.81,Car,Rent,0
4567,2023-08-11,54,Female,Married,0.0,Lehre/AHS,Employed,32616.65,677,3024.45,72,7.78,Home improvement,Rent,0
4568,2023-06-21,63,Female,Married,3.0,Lehre/AHS,Retired,34077.08,728,27828.5,48,5.35,Home improvement,Rent,0
4569,2023-04-21,44,Female,Single,3.0,Pflichtschule,Other,11168.84,655,16765.96,48,6.27,Home improvement,Rent,0
4570,2025-01-22,56,Male,Married,0.0,Pflichtschule,Retired,18306.19,549,2349.37,60,13.23,Home improvement,Own,0
4571,2024-03-13,37,Male,Married,0.0,Lehre/AHS,Unemployed,13825.34,574,24934.54,72,12.31,Car,Own,0
4572,2024-08-20,31,Female,Widowed,0.0,Universität/FH,Employed,53760.69,634,18133.06,60,11.47,Car,Rent,0
4573,2023-07-12,25,Female,Married,0.0,Lehre/AHS,Part-time,20245.05,674,20152.54,48,6.07,Car,Rent,0
4574,2024-10-21,21,Female,Married,0.0,Lehre/AHS,Student,3518.08,661,17611.39,36,8.47,Car,Mortgage,0
4575,2024-10-22,45,Male,Married,1.0,Lehre/AHS,Employed,57785.75,775,19510.52,48,2.85,Car,Mortgage,0
4576,2023-10-02,35,Male,Single,1.0,Lehre/AHS,Unemployed,6505.84,597,7857.44,36,11.49,Furniture/Appliances,Mortgage,0
4577,2023-12-21,49,Female,Married,0.0,Universität/FH,Employed,18429.02,722,11649.65,36,5.62,Car,Own,0
4578,2023-06-13,46,Female,Single,1.0,Lehre/AHS,Employed,34970.69,586,24328.81,48,10.27,Car,Rent,0
4579,2025-04-22,23,Male,Single,0.0,Pflichtschule,Employed,76039.72,678,8338.61,36,6.48,Furniture/Appliances,Rent,0
4580,2024-06-27,32,Male,Single,0.0,Lehre/AHS,Employed,44771.31,680,22230.95,36,6.46,Car,Mortgage,0
4581,2025-03-24,27,Male,Married,1.0,Universität/FH,Self-employed,66555.2,705,14079.75,48,4.2,Other,Rent,0
4582,2023-09-26,42,Male,Married,0.0,Lehre/AHS,Employed,55484.41,677,15846.02,60,7.93,Home improvement,Rent,0
4583,2024-11-06,30,Male,Married,0.0,Lehre/AHS,Employed,28754.87,684,11655.47,36,6.65,Other,Own,0
4584,2024-10-24,34,Male,Married,2.0,Pflichtschule,Part-time,22105.51,587,12647.89,60,10.26,Car,Mortgage,0
4585,2024-09-06,89,Female,Single,0.0,Pflichtschule,Unemployed,9173.67,708,15848.14,36,4.88,Car,Own,0
4586,2025-04-15,60,Male,Married,0.0,Universität/FH,Employed,39489.35,688,15595.09,48,7.76,Home improvement,Mortgage,0
4587,2023-11-29,26,Female,Married,0.0,Lehre/AHS,Employed,,690,20928.52,48,6.96,Car,Mortgage,0
4588,2023-04-17,44,Male,Divorced,0.0,Lehre/AHS,Employed,59658.92,671,17804.95,48,8.59,Home improvement,Rent,0
4589,2024-08-13,41,Female,Married,1.0,Lehre/AHS,Employed,43750.44,657,24842.32,72,8.55,Home improvement,Rent,0
4590,2024-10-02,54,Male,Married,1.0,Universität/FH,Employed,75034.69,725,14340.54,60,5.07,Home improvement,Own,0
